zipcode,place,state
11430,Jamaica,New York
11431,Jamaica,New York
11432,Jamaica,New York
11433,Jamaica,New York
11434,Jamaica,New York
11435,Jamaica,New York
11436,Jamaica,New York
11437,Jamaica,New York
11439,Jamaica,New York
11451,Jamaica,New York
11499,Jamaica,New York
11690,Far Rockaway,New York
11691,Far Rockaway,New York
11692,Arverne,New York
11693,Far Rockaway,New York
11694,Rockaway Park,New York
11695,Far Rockaway,New York
11697,Breezy Point,New York
12018,Averill Park,New York
12022,Berlin,New York
12024,Brainard,New York
12028,Buskirk,New York
12033,Castleton On Hudson,New York
12040,Cherry Plain,New York
12052,Cropseyville,New York
12061,East Greenbush,New York
12062,East Nassau,New York
12063,East Schodack,New York
12082,Grafton,New York
12089,Hoosick,New York
12090,Hoosick Falls,New York
12094,Johnsonville,New York
12121,Melrose,New York
12123,Nassau,New York
12133,North Hoosick,New York
12138,Petersburg,New York
12140,Poestenkill,New York
12144,Rensselaer,New York
12153,Sand Lake,New York
12154,Schaghticoke,New York
12156,Schodack Landing,New York
12168,Stephentown,New York
12169,Stephentown,New York
12180,Troy,New York
12181,Troy,New York
12182,Troy,New York
12185,Valley Falls,New York
12196,West Sand Lake,New York
12198,Wynantskill,New York
10301,Staten Island,New York
10302,Staten Island,New York
10303,Staten Island,New York
10304,Staten Island,New York
10305,Staten Island,New York
10306,Staten Island,New York
10307,Staten Island,New York
10308,Staten Island,New York
10309,Staten Island,New York
10310,Staten Island,New York
10311,Staten Island,New York
10312,Staten Island,New York
10313,Staten Island,New York
10314,Staten Island,New York
10901,Suffern,New York
10911,Bear Mountain,New York
10913,Blauvelt,New York
10920,Congers,New York
10923,Garnerville,New York
10927,Haverstraw,New York
10931,Hillburn,New York
10952,Monsey,New York
10954,Nanuet,New York
10956,New City,New York
10960,Nyack,New York
10962,Orangeburg,New York
10964,Palisades,New York
10965,Pearl River,New York
10968,Piermont,New York
10970,Pomona,New York
10974,Sloatsburg,New York
10976,Sparkill,New York
10977,Spring Valley,New York
10980,Stony Point,New York
10982,Tallman,New York
10983,Tappan,New York
10984,Thiells,New York
10986,Tomkins Cove,New York
10989,Valley Cottage,New York
10993,West Haverstraw,New York
10994,West Nyack,New York
12922,Childwold,New York
12927,Cranberry Lake,New York
12949,Lawrenceville,New York
12965,Nicholville,New York
12967,North Lawrence,New York
12973,Piercefield,New York
13613,Brasher Falls,New York
13614,Brier Hill,New York
13617,Canton,New York
13621,Chase Mills,New York
13623,Chippewa Bay,New York
13625,Colton,New York
13630,De Kalb Junction,New York
13633,De Peyster,New York
13635,Edwards,New York
13639,Fine,New York
13642,Gouverneur,New York
13645,Hailesboro,New York
13646,Hammond,New York
13647,Hannawa Falls,New York
13649,Helena,New York
13652,Hermon,New York
13654,Heuvelton,New York
13658,Lisbon,New York
13660,Madrid,New York
13662,Massena,New York
13664,Morristown,New York
13666,Newton Falls,New York
13667,Norfolk,New York
13668,Norwood,New York
13669,Ogdensburg,New York
13670,Oswegatchie,New York
13672,Parishville,New York
13676,Potsdam,New York
13677,Pyrites,New York
13678,Raymondville,New York
13680,Rensselaer Falls,New York
13681,Richville,New York
13683,Rooseveltown,New York
13684,Russell,New York
13687,South Colton,New York
13690,Star Lake,New York
13694,Waddington,New York
13695,Wanakena,New York
13696,West Stockholm,New York
13697,Winthrop,New York
13699,Potsdam,New York
12019,Ballston Lake,New York
12020,Ballston Spa,New York
12027,Burnt Hills,New York
12065,Clifton Park,New York
12074,Galway,New York
12118,Mechanicville,New York
12148,Rexford,New York
12151,Round Lake,New York
12170,Stillwater,New York
12188,Waterford,New York
12803,South Glens Falls,New York
12822,Corinth,New York
12831,Gansevoort,New York
12833,Greenfield Center,New York
12835,Hadley,New York
12850,Middle Grove,New York
12859,Porter Corners,New York
12863,Rock City Falls,New York
12866,Saratoga Springs,New York
12871,Schuylerville,New York
12884,Victory Mills,New York
12008,Alplaus,New York
12053,Delanson,New York
12056,Duanesburg,New York
12137,Pattersonville,New York
12141,Quaker Street,New York
12150,Rotterdam Junction,New York
12301,Schenectady,New York
12302,Schenectady,New York
12303,Schenectady,New York
12304,Schenectady,New York
12305,Schenectady,New York
12306,Schenectady,New York
12307,Schenectady,New York
12308,Schenectady,New York
12309,Schenectady,New York
12325,Schenectady,New York
12345,Schenectady,New York
12031,Carlisle,New York
12035,Central Bridge,New York
12036,Charlotteville,New York
12043,Cobleskill,New York
12071,Fultonham,New York
12073,Gallupville,New York
12076,Gilboa,New York
12092,Howes Cave,New York
12093,Jefferson,New York
12122,Middleburgh,New York
12131,North Blenheim,New York
12149,Richmondville,New York
12157,Schoharie,New York
12160,Sloansville,New York
12175,Summit,New York
12187,Warnerville,New York
12194,West Fulton,New York
13459,Sharon Springs,New York
14805,Alpine,New York
14812,Beaver Dams,New York
14818,Burdett,New York
14824,Cayuta,New York
14841,Hector,New York
14863,Mecklenburg,New York
14865,Montour Falls,New York
14869,Odessa,New York
14876,Reading Center,New York
14887,Tyrone,New York
14891,Watkins Glen,New York
14893,Wayne,New York
13065,Fayette,New York
13148,Seneca Falls,New York
13165,Waterloo,New York
14521,Ovid,New York
14541,Romulus,New York
14588,Willard,New York
14847,Interlaken,New York
14860,Lodi,New York
14529,Perkinsville,New York
14572,Wayland,New York
14801,Addison,New York
14807,Arkport,New York
14808,Atlanta,New York
14809,Avoca,New York
14810,Bath,New York
14815,Bradford,New York
14819,Cameron,New York
14820,Cameron Mills,New York
14821,Campbell,New York
14823,Canisteo,New York
14826,Cohocton,New York
14827,Coopers Plains,New York
14830,Corning,New York
14831,Corning,New York
14839,Greenwood,New York
14840,Hammondsport,New York
14843,Hornell,New York
14855,Jasper,New York
14856,Kanona,New York
14858,Lindley,New York
14870,Painted Post,New York
14873,Prattsburgh,New York
14874,Pulteney,New York
14877,Rexville,New York
14879,Savona,New York
14885,Troupsburg,New York
14898,Woodhull,New York
00501,Holtsville,New York
00544,Holtsville,New York
06390,Fishers Island,New York
11701,Amityville,New York
11702,Babylon,New York
11703,North Babylon,New York
11704,West Babylon,New York
11705,Bayport,New York
11706,Bay Shore,New York
11707,West Babylon,New York
11713,Bellport,New York
11715,Blue Point,New York
11716,Bohemia,New York
11717,Brentwood,New York
11718,Brightwaters,New York
11719,Brookhaven,New York
11720,Centereach,New York
11721,Centerport,New York
11722,Central Islip,New York
11724,Cold Spring Harbor,New York
11725,Commack,New York
11726,Copiague,New York
11727,Coram,New York
11729,Deer Park,New York
11730,East Islip,New York
11731,East Northport,New York
11733,East Setauket,New York
11738,Farmingville,New York
11739,Great River,New York
11740,Greenlawn,New York
11741,Holbrook,New York
11742,Holtsville,New York
11743,Huntington,New York
11746,Huntington Station,New York
11747,Melville,New York
11749,Islandia,New York
11751,Islip,New York
11752,Islip Terrace,New York
11754,Kings Park,New York
11755,Lake Grove,New York
11757,Lindenhurst,New York
11760,Melville,New York
11763,Medford,New York
11764,Miller Place,New York
11766,Mount Sinai,New York
11767,Nesconset,New York
11768,Northport,New York
11769,Oakdale,New York
11770,Ocean Beach,New York
11772,Patchogue,New York
11775,Melville,New York
11776,Port Jefferson Station,New York
11777,Port Jefferson,New York
11778,Rocky Point,New York
11779,Ronkonkoma,New York
11780,Saint James,New York
11782,Sayville,New York
11784,Selden,New York
11786,Shoreham,New York
11787,Smithtown,New York
11788,Hauppauge,New York
11789,Sound Beach,New York
11790,Stony Brook,New York
11792,Wading River,New York
11794,Stony Brook,New York
11795,West Islip,New York
11796,West Sayville,New York
11798,Wyandanch,New York
11901,Riverhead,New York
11930,Amagansett,New York
11931,Aquebogue,New York
11932,Bridgehampton,New York
11933,Calverton,New York
11934,Center Moriches,New York
11935,Cutchogue,New York
11937,East Hampton,New York
11939,East Marion,New York
11940,East Moriches,New York
11941,Eastport,New York
11942,East Quogue,New York
11944,Greenport,New York
11946,Hampton Bays,New York
11947,Jamesport,New York
11948,Laurel,New York
11949,Manorville,New York
11950,Mastic,New York
11951,Mastic Beach,New York
11952,Mattituck,New York
11953,Middle Island,New York
11954,Montauk,New York
11955,Moriches,New York
11956,New Suffolk,New York
11957,Orient,New York
11958,Peconic,New York
11959,Quogue,New York
11960,Remsenburg,New York
11961,Ridge,New York
11962,Sagaponack,New York
11963,Sag Harbor,New York
11964,Shelter Island,New York
11965,Shelter Island Heights,New York
11967,Shirley,New York
11968,Southampton,New York
11969,Southampton,New York
11970,South Jamesport,New York
11971,Southold,New York
11972,Speonk,New York
11973,Upton,New York
11975,Wainscott,New York
11976,Water Mill,New York
11977,Westhampton,New York
11978,Westhampton Beach,New York
11980,Yaphank,New York
12701,Monticello,New York
12719,Barryville,New York
12720,Bethel,New York
12721,Bloomingburg,New York
12722,Burlingham,New York
12723,Callicoon,New York
12724,Callicoon Center,New York
12725,Claryville,New York
12726,Cochecton,New York
12727,Cochecton Center,New York
12732,Eldred,New York
12733,Fallsburg,New York
12734,Ferndale,New York
12736,Fremont Center,New York
12737,Glen Spey,New York
12738,Glen Wild,New York
12740,Grahamsville,New York
12741,Hankins,New York
12742,Harris,New York
12743,Highland Lake,New York
12745,Hortonville,New York
12747,Hurleyville,New York
12748,Jeffersonville,New York
12749,Kauneonga Lake,New York
12750,Kenoza Lake,New York
12751,Kiamesha Lake,New York
12752,Lake Huntington,New York
12754,Liberty,New York
12758,Livingston Manor,New York
12759,Loch Sheldrake,New York
12760,Long Eddy,New York
12762,Mongaup Valley,New York
12763,Mountain Dale,New York
12764,Narrowsburg,New York
12765,Neversink,New York
12766,North Branch,New York
12767,Obernburg,New York
12768,Parksville,New York
12769,Phillipsport,New York
12770,Pond Eddy,New York
12775,Rock Hill,New York
12776,Roscoe,New York
12777,Forestburgh,New York
12778,Smallwood,New York
12779,South Fallsburg,New York
12781,Summitville,New York
12783,Swan Lake,New York
12784,Thompsonville,New York
12785,Westbrookville,New York
12786,White Lake,New York
12787,White Sulphur Springs,New York
12788,Woodbourne,New York
12789,Woodridge,New York
12790,Wurtsboro,New York
12791,Youngsville,New York
12792,Yulan,New York
13732,Apalachin,New York
13734,Barton,New York
13736,Berkshire,New York
13743,Candor,New York
13811,Newark Valley,New York
13812,Nichols,New York
13827,Owego,New York
13835,Richford,New York
13840,Smithboro,New York
13845,Tioga Center,New York
13864,Willseyville,New York
14859,Lockwood,New York
14883,Spencer,New York
14892,Waverly,New York
13053,Dryden,New York
13062,Etna,New York
13068,Freeville,New York
13073,Groton,New York
13102,Mc Lean,New York
14817,Brooktondale,New York
14850,Ithaca,New York
14851,Ithaca,New York
14852,Ithaca,New York
14853,Ithaca,New York
14854,Jacksonville,New York
14867,Newfield,New York
14881,Slaterville Springs,New York
14882,Lansing,New York
14886,Trumansburg,New York
12401,Kingston,New York
12402,Kingston,New York
12404,Accord,New York
12409,Bearsville,New York
12410,Big Indian,New York
12411,Bloomington,New York
12412,Boiceville,New York
12416,Chichester,New York
12417,Connelly,New York
12419,Cottekill,New York
12420,Cragsmoor,New York
12428,Ellenville,New York
12429,Esopus,New York
12432,Glasco,New York
12433,Glenford,New York
12435,Greenfield Park,New York
12440,High Falls,New York
12441,Highmount,New York
12443,Hurley,New York
12446,Kerhonkson,New York
12448,Lake Hill,New York
12449,Lake Katrine,New York
12453,Malden On Hudson,New York
12456,Mount Marion,New York
12457,Mount Tremper,New York
12458,Napanoch,New York
12461,Olivebridge,New York
12464,Phoenicia,New York
12465,Pine Hill,New York
12466,Port Ewen,New York
12471,Rifton,New York
12472,Rosendale,New York
12475,Ruby,New York
12477,Saugerties,New York
12480,Shandaken,New York
12481,Shokan,New York
12483,Spring Glen,New York
12484,Stone Ridge,New York
12486,Tillson,New York
12487,Ulster Park,New York
12489,Wawarsing,New York
12490,West Camp,New York
12491,West Hurley,New York
12493,West Park,New York
12494,West Shokan,New York
12495,Willow,New York
12498,Woodstock,New York
12515,Clintondale,New York
12525,Gardiner,New York
12528,Highland,New York
12542,Marlboro,New York
12547,Milton,New York
12548,Modena,New York
12561,New Paltz,New York
12568,Plattekill,New York
12588,Walker Valley,New York
12589,Wallkill,New York
12801,Glens Falls,New York
12804,Queensbury,New York
12808,Adirondack,New York
12810,Athol,New York
12811,Bakers Mills,New York
12814,Bolton Landing,New York
12815,Brant Lake,New York
12817,Chestertown,New York
12820,Cleverdale,New York
12824,Diamond Point,New York
12836,Hague,New York
12843,Johnsburg,New York
12844,Kattskill Bay,New York
12845,Lake George,New York
12846,Lake Luzerne,New York
12853,North Creek,New York
12856,North River,New York
12860,Pottersville,New York
12862,Riparius,New York
12874,Silver Bay,New York
12878,Stony Creek,New York
12885,Warrensburg,New York
12886,Wevertown,New York
12057,Eagle Bridge,New York
12809,Argyle,New York
12816,Cambridge,New York
12819,Clemons,New York
12821,Comstock,New York
12823,Cossayuna,New York
12827,Fort Ann,New York
12828,Fort Edward,New York
12832,Granville,New York
12834,Greenwich,New York
12837,Hampton,New York
12838,Hartford,New York
12839,Hudson Falls,New York
12841,Huletts Landing,New York
12848,Middle Falls,New York
12849,Middle Granville,New York
12854,North Granville,New York
12861,Putnam Station,New York
12865,Salem,New York
12873,Shushan,New York
12887,Whitehall,New York
13143,Red Creek,New York
13146,Savannah,New York
13154,South Butler,New York
14413,Alton,New York
14433,Clyde,New York
14449,East Williamson,New York
14489,Lyons,New York
14502,Macedon,New York
14505,Marion,New York
14513,Newark,New York
14516,North Rose,New York
14519,Ontario,New York
14520,Ontario Center,New York
14522,Palmyra,New York
14538,Pultneyville,New York
14542,Rose,New York
14551,Sodus,New York
14555,Sodus Point,New York
14563,Union Hill,New York
14568,Walworth,New York
14589,Williamson,New York
14590,Wolcott,New York
10501,Amawalk,New York
10502,Ardsley,New York
10503,Ardsley On Hudson,New York
10504,Armonk,New York
10505,Baldwin Place,New York
10506,Bedford,New York
10507,Bedford Hills,New York
10510,Briarcliff Manor,New York
10511,Buchanan,New York
10514,Chappaqua,New York
10517,Crompond,New York
10518,Cross River,New York
10519,Croton Falls,New York
10520,Croton On Hudson,New York
10521,Croton On Hudson,New York
10522,Dobbs Ferry,New York
10523,Elmsford,New York
10526,Goldens Bridge,New York
10527,Granite Springs,New York
10528,Harrison,New York
10530,Hartsdale,New York
10532,Hawthorne,New York
10533,Irvington,New York
10535,Jefferson Valley,New York
10536,Katonah,New York
10538,Larchmont,New York
10540,Lincolndale,New York
10543,Mamaroneck,New York
10545,Maryknoll,New York
10546,Millwood,New York
10547,Mohegan Lake,New York
10548,Montrose,New York
10549,Mount Kisco,New York
10550,Mount Vernon,New York
10551,Mount Vernon,New York
10552,Mount Vernon,New York
10553,Mount Vernon,New York
10560,North Salem,New York
10562,Ossining,New York
10566,Peekskill,New York
10567,Cortlandt Manor,New York
10570,Pleasantville,New York
10573,Port Chester,New York
10576,Pound Ridge,New York
10577,Purchase,New York
10578,Purdys,New York
10580,Rye,New York
10583,Scarsdale,New York
10587,Shenorock,New York
10588,Shrub Oak,New York
10589,Somers,New York
10590,South Salem,New York
10591,Tarrytown,New York
10594,Thornwood,New York
10595,Valhalla,New York
10596,Verplanck,New York
10597,Waccabuc,New York
10598,Yorktown Heights,New York
10601,White Plains,New York
10602,White Plains,New York
10603,White Plains,New York
10604,West Harrison,New York
10605,White Plains,New York
10606,White Plains,New York
10607,White Plains,New York
10610,White Plains,New York
10701,Yonkers,New York
10702,Yonkers,New York
10703,Yonkers,New York
10704,Yonkers,New York
10705,Yonkers,New York
10706,Hastings On Hudson,New York
10707,Tuckahoe,New York
10708,Bronxville,New York
10709,Eastchester,New York
10710,Yonkers,New York
10801,New Rochelle,New York
10802,New Rochelle,New York
10803,Pelham,New York
10804,New Rochelle,New York
10805,New Rochelle,New York
14009,Arcade,New York
14011,Attica,New York
14024,Bliss,New York
14037,Cowlesville,New York
14039,Dale,New York
14066,Gainesville,New York
14082,Java Center,New York
14083,Java Village,New York
14113,North Java,New York
14130,Pike,New York
14145,Strykersville,New York
14167,Varysburg,New York
14427,Castile,New York
14530,Perry,New York
14536,Portageville,New York
14549,Silver Lake,New York
14550,Silver Springs,New York
14569,Warsaw,New York
14591,Wyoming,New York
14415,Bellona,New York
14418,Branchport,New York
14441,Dresden,New York
14478,Keuka Park,New York
14507,Middlesex,New York
14527,Penn Yan,New York
14544,Rushville,New York
14837,Dundee,New York
14842,Himrod,New York
14857,Lakemont,New York
14878,Rock Stream,New York
